team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Malaysia National Team,Malaysia,2026,Malaysia,6,3,3,0,3,2,1,1,0,1,2,1,1,1.67,2,1.33,3,0,0,20,9,9,0,18,13,5,7,2,6,3,1,-1,60,39,134,60,45,90,1,0,1,3,2,1,2,1,1,2,1,1,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,4,1,-3,-3,0,0,0,0,3,0,3,3,3,0,0.5,0,1,3,4.33,1.67,1.5,2.33,0.67,1.5,2,1,1.17,1.67,0.67,0.33,0.33,0.33,0.83,1.33,0.33,6,5,2,2,1,1,3,3,2,2,1,1,3,2,0,0,0,0,0,1,4,4,5,5,0,0,1,1,2,2,0,1,3,3,3,3,100,83,33,33,17,17,100,100,67,67,33,33,100,67,0,0,0,0,0,17,67,67,83,83,0,0,33,33,67,67,0,33,100,100,100,100,4,2,1,3,1,1,1,1,0,67,33,17,100,33,33,33,33,0,50,67,33,11,17,0,33,50,67,33,33,33,33,33,33,33,2,0,2,33,0,67,4,2,2,67,67,67,2,1,1,33,33,33,0,0,0,50,0,100,50,100,0,0.00,0.00,0.00,1.5,1.33,1.67,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,1,0,0,1,0,1,1,3,2,0,1,1,0,3,2,0,0,2,17,0,33,33,33,33,0
Iraq National Team,Iraq,2026,Iraq,20,10,10,0,12,7,5,5,2,3,3,1,2,2.05,2.3,1.8,1,0,0,2,30,13,17,43,23,20,16,14,7,6,9,8,60,56,64,138,129,150,12,5,7,7,4,3,4,2,2,13,6,7,66,32,34,30,13,17,46,49,43,131,63,68,42,20,22,89,43,46,169,72,97,11,5,6,4,2,2,7,3,4,7,4,3,11,5,6,2,1,1,1.6,1.7,1.5,2.15,2.3,2,1.5,1.6,1.4,0.65,0.7,0.6,0.75,0.7,0.8,0.55,0.5,0.6,0.2,0.2,0.2,17,10,7,5,3,1,9,5,4,3,1,1,8,5,3,2,2,0,3,10,13,15,17,19,1,5,6,7,9,9,2,5,7,8,8,10,85,50,35,25,15,5,90,50,40,30,10,10,80,50,30,20,20,0,15,50,65,75,85,95,10,50,60,70,90,90,20,50,70,80,80,100,10,3,2,5,1,1,5,2,1,50,15,10,50,10,10,50,20,10,60,70,50,-1,60,50,70,35,40,30,20,20,20,65,60,70,16,8,8,80,80,80,12,6,6,60,60,60,2,1,1,10,10,10,35,40,30,55,50,60,10,10,10,4.40,4.57,4.25,1.5,1.3,1.70,80,53,47,33,33,20,13,13,1.05,1.16,0.95,1.21,1.05,1.36,40,1,4,1,5,0,3,2,4,10,0,1,0,1,2,1,2,1,5,25,20,30,15,10,20,13
Iran National Team,Iran,2026,Iran,16,8,8,0,11,6,5,4,2,2,1,0,1,2.31,2.5,2.13,1,0,0,5,35,12,23,47,24,23,21,14,3,9,18,5,41,34,51,120,237,80,9,6,3,6,2,4,3,1,2,11,5,6,33,18,15,28,8,20,55,60,51,156,95,61,63,34,29,93,61,32,102,51,51,18,7,11,4,2,2,14,5,9,10,4,6,4,3,1,2,1,1,2.13,1.88,2.38,2.94,3,2.88,2.19,2.63,1.75,0.75,0.38,1.13,1.38,1.13,1.63,1.13,0.88,1.38,0.25,0.25,0.25,14,10,9,8,5,1,7,6,5,4,2,0,7,4,4,4,3,1,2,6,7,8,11,15,1,2,3,4,6,8,1,4,4,4,5,7,88,63,56,50,31,6,88,75,63,50,25,0,88,50,50,50,38,13,12,37,44,50,69,94,12,25,37,50,75,100,12,50,50,50,62,87,13,7,2,6,3,0,7,4,2,81,44,13,75,38,0,88,50,25,69,75,63,35,56,75,38,38,25,50,19,13,25,69,63,75,12,6,6,75,75,75,5,3,2,31,38,25,2,1,1,13,13,13,63,50,75,25,38,13,13,13,13,3.30,3.60,3.00,1.75,1,2.50,50,30,20,10,10,0,0,0,1.81,2.03,1.58,1.10,0.96,1.24,88,1,6,1,4,8,3,3,3,6,0,3,0,0,1,6,1,0,1,25,25,25,6,0,13,0
Philippines National Team,Philippines,2026,Philippines,6,3,3,0,0,0,0,1,1,0,5,2,3,0.17,0.33,0,4,0,0,43,3,14,-11,17,9,8,1,2,8,6,-7,-4,180,273,134,39,34,45,0,0,0,2,1,1,4,2,2,2,1,1,4,0,4,13,8,5,46,0,46,7,0,7,1,0,1,6,0,6,11,0,11,1,1,0,5,4,1,-4,-3,-1,1,1,0,2,0,2,3,2,1,0.83,1,0.67,2.83,3,2.67,0.5,0.33,0.67,2.33,2.67,2,1,1.67,0.33,0.17,0.33,0,0.83,1.33,0.33,6,5,2,2,2,0,3,3,1,1,1,0,3,2,1,1,1,0,0,1,4,4,4,6,0,0,2,2,2,3,0,1,2,2,2,3,100,83,33,33,33,0,100,100,33,33,33,0,100,67,33,33,33,0,0,17,67,67,67,100,0,0,67,67,67,100,0,33,67,67,67,100,4,1,1,3,1,1,1,0,0,67,17,17,100,33,33,33,0,0,0,0,0,-25,0,0,0,33,33,33,67,67,67,33,33,33,3,1,2,50,33,67,5,2,3,83,67,100,0,0,0,0,0,0,17,33,0,33,0,67,50,67,33,4.00,0.00,4.00,2.17,2.67,1.67,100,100,100,100,100,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,17,0,0,1,0,0,0,1,0,1,0,2,1,2,0,1,3,2,3,17,33,0,83,67,100,0
United Arab Emirates National Team,UAE,2026,UAE,20,10,10,0,10,5,5,5,4,1,5,1,4,1.75,1.9,1.6,2,0,0,7,36,16,20,52,25,27,19,17,6,10,13,7,50,47,53,113,150,90,7,4,3,10,5,5,4,2,2,11,5,6,48,31,17,39,16,23,51,54,48,158,80,78,56,29,27,102,51,51,149,84,65,20,12,8,7,4,3,13,8,5,8,4,4,8,4,4,4,2,2,1.6,1.6,1.6,2.6,2.5,2.7,1.8,1.9,1.7,0.8,0.6,1,1.35,1.6,1.1,1,1.2,0.8,0.35,0.4,0.3,19,17,11,4,1,0,9,8,5,2,1,0,10,9,6,2,0,0,1,3,9,16,19,20,1,2,5,8,9,10,0,1,4,8,10,10,95,85,55,20,5,0,90,80,50,20,10,0,100,90,60,20,0,0,5,15,45,80,95,100,10,20,50,80,90,100,0,10,40,80,100,100,15,8,3,8,5,2,7,3,1,75,40,15,80,50,20,70,30,10,50,50,50,16,35,40,30,50,50,50,20,20,20,55,50,60,13,6,7,65,60,70,9,4,5,45,40,50,3,2,1,15,20,10,40,40,40,40,40,40,20,20,20,3.43,4.43,2.43,1.95,1.6,2.30,56,43,36,36,14,14,14,7,1.30,1.33,1.27,1.26,1.19,1.34,60,3,6,3,4,4,3,2,5,6,2,1,0,1,4,0,3,2,3,25,40,10,25,10,40,7
Vietnam National Team,Vietnam,2026,Vietnam,6,3,3,0,2,1,1,0,0,0,4,2,2,1,1,1,3,0,0,28,6,10,-4,16,9,7,3,3,6,4,-3,-1,90,90,90,54,45,68,1,0,1,2,1,1,3,2,1,1,0,1,0,0,0,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,-2,-2,0,1,0,1,3,2,1,2,1,1,1,0.67,1.33,2.67,3,2.33,1,1,1,1.67,2,1.33,0.67,0.67,0.67,0.17,0,0.33,0.5,0.67,0.33,6,4,3,2,1,0,3,2,2,1,1,0,3,2,1,1,0,0,0,2,3,4,5,6,0,1,1,2,2,3,0,1,2,2,3,3,100,67,50,33,17,0,100,67,67,33,33,0,100,67,33,33,0,0,0,33,50,67,83,100,0,33,33,67,67,100,0,33,67,67,100,100,3,1,0,1,1,0,2,0,0,50,17,0,33,33,0,67,0,0,33,33,33,-10,17,0,33,33,33,33,50,67,33,17,0,33,4,2,2,67,67,67,5,3,2,83,100,67,0,0,0,0,0,0,17,0,33,50,67,33,33,33,33,0.00,0.00,0.00,2.33,3,1.67,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,1,1,3,1,1,1,0,0,1,1,1,4,0,0,0,67,67,67,0
Thailand National Team,Thailand,2026,Thailand,6,3,3,0,2,1,1,2,0,2,2,2,0,1.33,1,1.67,3,0,0,23,9,9,0,18,10,8,4,5,6,3,-2,2,60,68,54,60,45,90,0,0,0,5,2,3,1,1,0,4,2,2,21,13,8,10,4,6,52,56,47,52,35,17,17,13,4,35,22,13,36,14,22,4,2,2,4,2,2,0,0,0,2,1,1,2,1,1,2,1,1,1.33,1.33,1.33,3,3.33,2.67,1.5,1.33,1.67,1.5,2,1,1.33,1.33,1.33,0.67,0.67,0.67,0.67,0.67,0.67,6,6,4,2,0,0,3,3,3,1,0,0,3,3,1,1,0,0,0,0,2,4,6,6,0,0,0,2,3,3,0,0,2,2,3,3,100,100,67,33,0,0,100,100,100,33,0,0,100,100,33,33,0,0,0,0,33,67,100,100,0,0,0,67,100,100,0,0,67,67,100,100,6,2,0,3,1,0,3,1,0,100,33,0,100,33,0,100,33,0,33,33,33,-22,0,0,0,83,67,100,17,33,0,67,67,67,2,1,1,33,33,33,2,1,1,33,33,33,2,1,1,33,33,33,33,33,33,33,33,33,33,33,33,10.50,13.00,8.00,1.67,1.33,2.00,100,100,100,100,100,100,100,50,0.00,0.00,0.00,0.00,0.00,0.00,83,1,1,1,1,0,0,2,1,2,0,1,1,0,2,2,0,2,1,33,0,67,33,67,0,50
Singapore National Team,Singapore,2026,Singapore,8,4,4,0,2,1,1,1,1,0,5,2,3,0.88,1,0.75,4,0,0,24,8,25,-17,33,18,15,5,3,13,12,-8,-9,90,72,120,29,28,30,1,0,1,5,3,2,2,1,1,2,1,1,22,15,7,20,8,12,48,50,47,41,20,21,12,9,3,29,11,18,26,9,17,4,3,1,8,5,3,-4,-2,-2,1,1,0,3,1,2,4,2,2,0.75,1,0.5,4.13,4.5,3.75,1,1.25,0.75,3.13,3.25,3,1.5,2,1,0.5,0.75,0.25,1,1.25,0.75,8,7,7,6,3,1,4,4,4,3,1,1,4,3,3,3,2,0,0,1,1,2,5,7,0,0,0,1,3,3,0,1,1,1,2,4,100,88,88,75,38,13,100,100,100,75,25,25,100,75,75,75,50,0,0,12,12,25,62,87,0,0,0,25,75,75,0,25,25,25,50,100,7,5,0,4,4,0,3,1,0,88,63,0,100,100,0,75,25,0,25,25,25,11,13,0,25,63,75,50,25,25,25,25,25,25,2,1,1,25,25,25,5,2,3,63,50,75,2,1,1,25,25,25,13,25,0,38,25,50,50,50,50,7.33,15.00,3.50,2.86,2.67,3.00,67,67,67,67,67,67,67,67,1.94,2.68,1.19,0.63,0.80,0.47,150,0,0,1,1,2,2,0,0,2,3,1,1,1,3,3,4,2,7,13,25,0,63,50,75,67
Uzbekistan National Team,Uzbekistan,2026,Uzbekistan,16,8,8,0,10,6,4,5,2,3,1,0,1,2.19,2.5,1.88,2,0,0,6,27,11,16,38,17,21,14,13,3,8,11,5,53,51,55,130,237,90,10,6,4,6,2,4,3,1,2,9,6,3,52,30,22,23,14,9,52,57,47,160,91,69,49,26,23,111,65,46,112,63,49,10,6,4,8,3,5,2,3,-1,7,5,2,6,2,4,3,1,2,1.69,2.13,1.25,2.38,2.13,2.63,1.69,1.75,1.63,0.69,0.38,1,1.13,1.13,1.13,0.63,0.75,0.5,0.5,0.38,0.63,13,9,8,6,2,0,7,4,4,2,0,0,6,5,4,4,2,0,3,7,8,10,14,16,1,4,4,6,8,8,2,3,4,4,6,8,81,56,50,38,13,0,88,50,50,25,0,0,75,63,50,50,25,0,19,44,50,62,87,100,12,50,50,75,100,100,25,37,50,50,75,100,11,4,2,6,2,1,5,2,1,69,25,13,75,25,13,63,25,13,63,75,50,25,63,75,50,38,25,50,19,13,25,56,75,38,11,6,5,69,75,63,8,3,5,50,38,63,2,1,1,13,13,13,44,63,25,38,25,50,19,13,25,5.20,6.00,4.40,1.53,1.75,1.29,60,30,30,30,20,10,0,0,1.76,2.14,1.39,1.13,0.70,1.56,44,0,5,2,1,3,3,4,5,4,0,2,2,2,2,1,0,0,2,31,25,38,6,0,13,0
Hong Kong National Team,Hong Kong,2026,Hong Kong,8,4,4,0,1,1,0,2,1,1,5,2,3,0.63,1,0.25,4,0,0,29,8,17,-9,25,16,9,8,0,8,9,0,-9,90,45,0,42,45,40,2,1,1,2,2,0,5,1,4,1,1,0,16,6,10,9,3,6,50,50,50,41,25,16,15,10,5,26,15,11,18,11,7,6,6,0,8,4,4,-2,2,-4,1,1,0,2,1,1,5,2,3,0.63,1,0.25,3.13,4,2.25,1,2,0,2.13,2,2.25,1.75,2.5,1,0.75,1.5,0,1,1,1,7,7,5,4,1,1,4,4,3,3,1,1,3,3,2,1,0,0,1,1,3,4,7,7,0,0,1,1,3,3,1,1,2,3,4,4,88,88,63,50,13,13,100,100,75,75,25,25,75,75,50,25,0,0,12,12,37,50,87,87,0,0,25,25,75,75,25,25,50,75,100,100,6,4,3,3,3,3,3,1,0,75,50,38,75,75,75,75,25,0,13,25,0,53,25,25,25,25,50,0,63,25,100,13,25,0,3,2,1,38,50,25,5,1,4,63,25,100,2,2,0,25,50,0,13,25,0,25,25,25,63,50,75,8.00,6.00,10.00,1.5,1,2.00,50,50,50,50,50,50,50,50,2.62,3.16,2.07,1.23,0.73,1.72,100,1,3,1,1,0,1,1,0,0,1,4,1,2,2,1,4,0,2,25,25,25,63,50,75,50
South Korea National Team,South Korea,2026,South Korea,16,8,8,0,11,4,7,5,4,1,0,0,0,2.38,2,2.75,1,0,0,3,40,8,32,48,21,27,16,24,5,3,11,21,36,45,30,180,143,237,9,4,5,7,4,3,1,1,0,14,7,7,77,43,34,16,7,9,74,74,73,154,83,71,57,27,30,97,56,41,112,66,46,16,6,10,3,1,2,13,5,8,10,5,5,6,3,3,0,0,0,2.25,2.25,2.25,3,2.63,3.38,2.5,2,3,0.5,0.63,0.38,1.19,0.88,1.5,1,0.75,1.25,0.19,0.13,0.25,15,14,8,6,3,1,7,6,3,3,2,0,8,8,5,3,1,1,1,2,8,10,13,15,1,2,5,5,6,8,0,0,3,5,7,7,94,88,50,38,19,6,88,75,38,38,25,0,100,100,63,38,13,13,6,12,50,62,81,94,12,25,62,62,75,100,0,0,37,62,87,87,13,6,0,6,1,0,7,5,0,81,38,0,75,13,0,88,63,0,69,50,88,-23,56,50,63,44,50,38,6,13,0,88,88,88,13,7,6,81,88,75,3,2,1,19,25,13,3,1,2,19,13,25,63,63,63,38,38,38,0,0,0,7.00,7.17,6.80,1.07,0.88,1.29,64,55,55,55,45,36,27,9,1.66,1.63,1.70,0.74,0.72,0.77,75,4,5,1,1,6,6,5,4,8,0,1,1,0,1,2,1,1,1,31,50,13,0,0,0,9
Kuwait National Team,Kuwait,2026,Kuwait,16,8,8,0,2,1,1,6,2,4,8,5,3,0.75,0.63,0.88,1,0,0,18,13,26,-13,39,14,25,4,9,10,16,-6,-7,111,180,80,55,72,45,4,2,2,6,3,3,8,4,4,4,1,3,29,18,11,33,14,19,45,49,42,79,37,42,24,11,13,55,26,29,109,46,63,3,0,3,9,4,5,-6,-4,-2,2,0,2,8,5,3,6,3,3,0.88,0.63,1.13,2.44,1.75,3.13,0.81,0.5,1.13,1.63,1.25,2,0.75,0.5,1,0.19,0,0.38,0.56,0.5,0.63,14,11,8,6,0,0,7,4,2,1,0,0,7,7,6,5,0,0,2,5,8,10,16,16,1,4,6,7,8,8,1,1,2,3,8,8,88,69,50,38,0,0,88,50,25,13,0,0,88,88,75,63,0,0,12,31,50,62,100,100,12,50,75,87,100,100,12,12,25,37,100,100,9,3,0,3,1,0,6,2,0,56,19,0,38,13,0,75,25,0,13,13,13,-8,25,25,25,38,38,38,50,50,50,25,13,38,9,5,4,56,63,50,13,8,5,81,100,63,1,0,1,6,0,13,13,0,25,50,63,38,38,38,38,2.64,3.60,1.83,2.06,1.75,2.38,73,73,64,45,45,36,27,27,0.79,0.90,0.67,1.82,1.49,2.15,50,0,1,0,2,0,1,3,3,3,1,3,3,1,2,5,1,6,4,38,25,50,50,63,38,18
Kyrgyzstan National Team,Kyrgyzstan,2026,Kyrgyzstan,16,8,8,0,5,4,1,4,2,2,7,2,5,1.19,1.75,0.63,1,0,0,13,25,25,0,50,26,24,16,9,10,15,6,-6,58,45,80,58,72,48,3,2,1,10,6,4,3,0,3,8,6,2,36,18,18,22,12,10,42,43,41,104,52,52,36,17,19,68,35,33,132,60,72,11,8,3,13,6,7,-2,2,-4,5,3,2,4,3,1,7,2,5,1.19,1.5,0.88,3.13,3.25,3,1.56,2,1.13,1.56,1.25,1.88,1.5,1.75,1.25,0.69,1,0.38,0.81,0.75,0.88,16,12,8,7,4,2,8,6,4,4,3,1,8,6,4,3,1,1,0,4,8,9,12,14,0,2,4,4,5,7,0,2,4,5,7,7,100,75,50,44,25,13,100,75,50,50,38,13,100,75,50,38,13,13,0,25,50,56,75,87,0,25,50,50,62,87,0,25,50,62,87,87,14,6,3,7,4,2,7,2,1,88,38,19,88,50,25,88,25,13,31,50,13,24,19,25,13,63,75,50,19,0,38,50,75,25,6,4,2,38,50,25,9,3,6,56,38,75,3,2,1,19,25,13,31,38,25,25,38,13,44,25,63,3.27,3.60,3.00,1.38,1.5,1.25,64,64,64,64,45,27,9,0,1.14,1.27,1.00,1.70,1.23,2.17,63,0,4,1,2,5,4,1,3,5,1,3,1,6,2,3,1,4,4,25,25,25,44,25,63,0
Indonesia National Team,Indonesia,2026,Indonesia,20,10,10,0,8,6,2,4,1,3,8,3,5,1.4,1.9,0.9,3,0,0,11,31,32,-1,63,24,39,15,16,9,23,6,-7,58,60,56,56,100,39,9,7,2,7,1,6,5,3,2,10,7,3,73,45,28,51,22,29,46,43,50,163,96,67,68,39,29,95,57,38,203,106,97,15,7,8,17,4,13,-2,3,-5,7,5,2,6,3,3,7,2,5,1.35,1.8,0.9,3.15,2.4,3.9,1.55,1.5,1.6,1.6,0.9,2.3,1.6,1.1,2.1,0.75,0.7,0.8,0.85,0.4,1.3,19,15,10,8,6,5,9,6,3,3,2,1,10,9,7,5,4,4,1,5,10,12,14,15,1,4,7,7,8,9,0,1,3,5,6,6,95,75,50,40,30,25,90,60,30,30,20,10,100,90,70,50,40,40,5,25,50,60,70,75,10,40,70,70,80,90,0,10,30,50,60,60,16,11,5,7,3,1,9,8,4,80,55,25,70,30,10,90,80,40,40,60,20,21,45,70,20,35,10,60,25,30,20,50,70,30,11,8,3,55,80,30,9,4,5,45,40,50,4,1,3,20,10,30,35,50,20,30,30,30,35,20,50,4.56,5.00,4.00,2.55,2.2,2.90,100,75,50,50,44,25,19,13,1.28,1.28,1.28,1.31,1.26,1.36,70,3,3,2,2,6,3,4,3,5,0,7,2,5,4,4,3,2,5,20,10,30,40,30,50,13
Japan National Team,Japan,2026,Japan,16,8,8,0,13,6,7,2,2,0,1,0,1,2.56,2.5,2.63,1,0,0,1,54,3,51,57,28,29,27,27,1,2,26,25,27,27,27,474,692,360,13,7,6,2,1,1,2,1,1,12,6,6,103,65,38,8,3,5,69,71,66,222,144,78,95,61,34,127,83,44,159,95,64,23,12,11,0,0,0,23,12,11,11,5,6,4,3,1,0,0,0,2.47,2.25,2.71,3.56,3.5,3.63,3.38,3.38,3.38,0.19,0.13,0.25,1.53,1.5,1.57,1.53,1.5,1.57,0,0,0,15,13,10,9,7,2,7,6,4,4,4,2,8,7,6,5,3,0,1,3,6,7,9,14,1,2,4,4,4,6,0,1,2,3,5,8,94,81,63,56,44,13,88,75,50,50,50,25,100,88,75,63,38,0,6,19,37,44,56,87,12,25,50,50,50,75,0,12,25,37,62,100,11,8,4,5,4,3,6,4,1,73,53,27,63,50,38,86,57,14,81,75,88,16,81,88,75,13,13,13,13,13,13,75,75,75,15,8,7,100,100,100,4,3,1,27,38,14,0,0,0,0,0,0,73,63,86,27,38,14,0,0,0,7.36,8.13,6.33,0.57,0.38,0.83,86,79,64,36,21,21,7,7,1.52,1.73,1.31,0.65,0.31,0.99,131,1,8,2,8,8,5,4,5,10,0,0,0,0,1,1,0,0,1,13,25,0,6,0,13,7
India National Team,India,2026,India,6,3,3,0,1,0,1,2,1,1,3,2,1,0.83,0.33,1.33,3,0,0,31,3,7,-4,10,6,4,1,2,5,2,-4,0,180,273,134,77,54,134,3,1,2,2,1,1,3,2,1,3,1,2,8,7,1,14,7,7,47,48,45,24,15,9,5,3,2,19,12,7,24,11,13,2,1,1,1,1,0,1,0,1,2,1,1,3,1,2,1,1,0,1.5,1.33,1.67,1.67,2,1.33,0.5,0.33,0.67,1.17,1.67,0.67,0.5,0.67,0.33,0.33,0.33,0.33,0.17,0.33,0,4,3,3,0,0,0,2,2,2,0,0,0,2,1,1,0,0,0,2,3,3,6,6,6,1,1,1,3,3,3,1,2,2,3,3,3,67,50,50,0,0,0,67,67,67,0,0,0,67,33,33,0,0,0,33,50,50,100,100,100,33,33,33,100,100,100,33,67,67,100,100,100,3,0,0,2,0,0,1,0,0,50,0,0,67,0,0,33,0,0,17,0,33,-39,50,33,67,33,33,33,50,67,33,50,33,67,5,2,3,83,67,100,4,2,2,67,67,67,0,0,0,0,0,0,33,33,33,50,33,67,17,33,0,4.00,7.00,1.00,2.33,2.33,2.33,50,50,50,50,50,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,17,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,3,33,33,33,50,67,33,0
